loan_id,customer_id,name,loan_amount,emi_amount,emi_paid,total_emis,due_amount,last_payment_date,repayment_status,recovery_action,payment_method
897235,46408,Gregory Hoffman Jr.,616217.44,22007.77,1,28,594209.79,30-10-2023,On Time,Reminder Sent,Credit Card
996966,85553,William George,443685.33,9054.8,15,49,307863.2,29-09-2024,Late,Collection Agency,Credit Card
508460,24523,Heather Hutchinson,186087.61,3648.78,45,51,21892.68,31-05-2024,Defaulted,Legal Notice,UPI
456586,81809,Jenny Martin,307521.88,8311.4,35,37,16622.8,25-06-2024,Defaulted,Collection Agency,UPI
396387,98545,Jacqueline Meyers,110862.06,2131.96,2,52,106598,20-07-2023,Late,,Cash
324526,23172,Timothy Boyer,983754.13,51776.53,18,19,51776.53,19-01-2024,Late,None,
951702,39181,Alex Carter,965939.45,60371.22,16,16,0,06-10-2024,On Time,Legal Notice,Cash
789875,68903,Richard Sharp,197235.31,4696.08,20,42,103313.76,05-01-2024,On Time,Collection Agency,UPI
473195,77509,Brandy Johnson,913093.38,22827.33,29,40,251100.63,22-01-2025,Defaulted,Reminder Sent,Bank Transfer
448555,99314,Javier Miranda,882134.78,18002.75,4,49,810123.75,25-02-2024,On Time,Legal Notice,Cash
721273,46934,Deborah Campbell,237974.59,4406.94,4,54,220347,01-10-2023,Late,Collection Agency,Cash
314032,51518,Austin Bell,904000.7,21023.27,41,43,42046.54,07-08-2024,On Time,Collection Agency,Credit Card
929496,50777,Madison Mack,30830.78,685.13,40,45,3425.65,01-08-2023,Late,Reminder Sent,Bank Transfer
910149,23212,Alison Simmons,315071.97,6430.04,37,49,77160.48,15-10-2023,,None,Cash
961218,39821,Timothy Martinez,454241.94,20647.36,14,22,165178.88,30-11-2023,Late,Collection Agency,Bank Transfer
258408,81597,Angela Elliott,615286.05,21974.5,15,28,285668.5,25-12-2023,On Time,None,UPI
109557,35627,Katherine Richardson,366372.63,12212.42,19,30,134336.62,02-10-2024,Late,Collection Agency,Credit Card
590830,40625,Adam Brown,185205.54,4517.21,34,41,31620.47,25-11-2023,Late,Reminder Sent,UPI
155032,80299,Tamara Espinoza,468533.6,27560.8,14,17,82682.4,11-05-2024,Defaulted,Reminder Sent,Cash
340278,90574,David Morse,653988.49,10899.81,35,60,272495.25,22-10-2023,On Time,Legal Notice,Credit Card
759892,23957,Larry Tyler,433536.14,7474.76,40,58,134545.68,16-11-2024,Late,Legal Notice,Credit Card
421850,65421,Denise Lee,809072.66,14710.41,36,55,279497.79,15-05-2025,On Time,Legal Notice,Bank Transfer
776347,87868,Jeremy Barron,415495.95,7694.37,46,54,61554.96,18-06-2025,Defaulted,Legal Notice,UPI
996368,15379,Katherine Andersen,830501.09,55366.74,11,15,221466.96,11-04-2025,Late,Reminder Sent,Bank Transfer
402899,32500,Randy Garcia,946210.83,18553.15,43,51,148425.2,06-04-2025,Defaulted,None,UPI
145701,40902,Jeffrey Bright,431778.83,11993.86,24,36,143926.32,01-02-2025,Defaulted,Legal Notice,Credit Card
731161,26514,Sherry Gonzalez,276979.39,5770.4,46,48,11540.8,18-05-2024,Late,None,Bank Transfer
256075,52838,Andrew Mason,98109.72,6131.86,3,16,79714.18,06-05-2024,,Collection Agency,UPI
590598,86703,Lindsey Garcia,384479.94,6990.54,30,55,174763.5,28-11-2023,On Time,Collection Agency,UPI
435166,17980,Robert Lee,184028.31,4182.46,40,44,16729.84,28-11-2023,Late,Reminder Sent,Cash
170318,31530,Tracy King,203052.33,4230.26,8,48,169210.4,06-11-2023,Defaulted,Reminder Sent,UPI
419799,60996,Brandon Trevino,183001.65,8714.36,21,21,0,31-08-2023,On Time,Legal Notice,Credit Card
123441,99560,Monica Bishop,310403.33,20693.56,2,15,269016.28,02-09-2023,Defaulted,None,Cash
600891,83182,Daniel Owens,208533.04,5347,28,39,58817,22-01-2024,,Reminder Sent,
825734,19469,James Rose,261528.76,5685.41,32,46,79595.74,16-07-2024,Defaulted,None,UPI
601737,24581,Stephen David,173322.9,11554.86,1,15,161768.04,16-10-2023,On Time,Legal Notice,Bank Transfer
367675,42066,James Wilson,625404.6,12763.36,43,49,76580.16,22-07-2023,On Time,Collection Agency,Credit Card
148530,33358,Tamara Robbins,588052.22,9800.87,29,60,303826.97,27-07-2024,Defaulted,Legal Notice,Bank Transfer
477333,68064,Joseph Mayer,167729.94,3568.72,28,47,67805.68,26-04-2024,Defaulted,Collection Agency,Credit Card
301470,76936,April Cook,813163.16,58083.08,1,14,755080.04,08-10-2024,Late,Legal Notice,Cash
668355,58399,Sarah Williams,173684.83,9141.31,6,19,118837.03,05-07-2024,Defaulted,Reminder Sent,UPI
109153,56797,Rebecca Salazar,872010.31,18956.75,6,46,758270,07-08-2024,On Time,Collection Agency,Bank Transfer
639502,92658,Kyle Chambers,971330.53,21585.12,35,45,215851.2,03-09-2023,Defaulted,,UPI
457197,42560,Austin Rasmussen,520270.31,16258.45,10,32,357685.9,16-05-2024,Late,Collection Agency,UPI
218961,24079,Frank Stanley,347548.07,9654.11,5,36,299277.41,13-11-2023,On Time,Collection Agency,Credit Card
306100,48942,Thomas Mitchell,170966.06,5515.03,31,31,0,14-11-2024,Late,Collection Agency,Bank Transfer
288572,12199,Jodi Gould,921176.1,32899.15,26,28,65798.3,27-07-2024,Defaulted,Reminder Sent,Bank Transfer
802117,39894,Tiffany Richmond,65633.95,1339.47,11,49,50899.86,23-08-2023,Late,Collection Agency,Bank Transfer
474306,93369,Joseph Ramsey,922538.88,29759.32,30,31,29759.32,27-10-2024,Defaulted,None,Bank Transfer
317365,11670,Haley Johnson,797244.48,16962.65,43,47,67850.6,11-09-2023,On Time,Collection Agency,Credit Card
674003,53193,Peggy Lopez,668027.64,25693.37,17,26,231240.33,25-02-2024,Defaulted,Collection Agency,Cash
781712,92706,Virginia Harrington,44287.32,2767.96,13,16,8303.88,01-02-2025,On Time,None,Credit Card
329940,50647,Brian Tyler,185879.53,12391.97,9,15,74351.82,12-04-2024,Defaulted,Collection Agency,UPI
822082,69655,Mariah Blankenship,711238.16,35561.91,19,20,35561.91,22-02-2025,,Collection Agency,Bank Transfer
696059,94574,Angela Richards,477319.26,17678.49,25,27,35356.98,07-11-2023,Late,Collection Agency,UPI
959230,57416,Patricia Larson,259242.12,7624.77,14,34,152495.4,13-09-2023,On Time,Legal Notice,Bank Transfer
201678,26462,Stephanie Smith,161340.69,8067.03,15,20,40335.15,05-08-2024,On Time,None,UPI
128953,88669,Scott Simpson,456338.44,15211.28,12,30,273803.04,18-06-2024,,Legal Notice,Cash
864568,86580,Erin Contreras,547584.65,30421.37,2,18,486741.92,24-11-2024,Late,Collection Agency,Credit Card
663442,86905,Jennifer King,536478.37,12476.24,42,43,12476.24,16-04-2025,Defaulted,Reminder Sent,Credit Card
261753,71181,Brian Porter,797149.1,41955.22,12,19,293686.54,14-12-2023,Late,Legal Notice,UPI
691625,86853,Ashley Davies,707598.5,19124.28,22,37,286864.2,10-03-2024,Late,Collection Agency,Bank Transfer
129900,14860,Brendan Miller,753220.52,17933.82,25,42,304874.94,02-03-2024,Late,None,Credit Card
825887,96732,Omar Reed,739233.34,21120.95,17,35,380177.1,01-12-2024,Late,Reminder Sent,Cash
315232,67949,Stephanie Good,817398.46,14861.79,6,55,728227.71,13-02-2024,Late,Reminder Sent,Bank Transfer
534343,74553,Erica Carter,746661.22,21960.62,14,34,439212.4,17-03-2024,Late,Legal Notice,UPI
577095,76907,Victor Phelps,963124.19,17198.65,21,56,601952.75,09-05-2024,Late,Reminder Sent,Credit Card
347927,33651,Kelly Morales,370565.44,9264.14,4,40,333509.04,07-02-2024,On Time,None,Credit Card
160979,23152,Taylor Carrillo,793487.13,22671.06,15,35,453421.2,28-02-2025,Late,Reminder Sent,Credit Card
800968,14510,Laura Rowland DDS,409694.09,17812.79,14,23,160315.11,18-07-2024,Late,None,Bank Transfer
672220,77126,Joseph Beck,298319.65,4971.99,9,60,253571.49,11-09-2023,Defaulted,Reminder Sent,Bank Transfer
849089,62425,Jessica Shaw,775880.68,17633.65,31,44,229237.45,31-08-2024,Defaulted,None,UPI
908663,56455,Thomas Clark,359821.73,6098.67,5,59,329328.18,03-01-2024,Late,Legal Notice,Cash
605664,52101,Richard Roberts,386200.57,8981.41,3,43,359256.4,24-11-2023,Defaulted,Reminder Sent,Cash
486898,74717,Kimberly Morris,550695.01,12806.86,6,43,473853.82,21-06-2024,,Collection Agency,UPI
974760,29896,Justin Johnson,580475.41,21499.09,2,27,537477.25,26-11-2023,On Time,Reminder Sent,Bank Transfer
744058,77547,Cody Johnston,411940.03,9362.27,10,44,318317.18,25-01-2025,Late,Legal Notice,Credit Card
597005,46194,Craig Montgomery,379619.74,9490.49,20,40,189809.8,05-03-2024,On Time,Collection Agency,UPI
379368,82579,Jeff Lopez,877295.72,32492.43,25,27,64984.86,12-06-2024,Late,Legal Notice,Credit Card
926324,68065,Tammy Hayes,365398,17399.9,17,21,69599.6,31-01-2024,Late,Legal Notice,Credit Card
521107,76747,Andrea Velez,587890.62,41992.19,4,14,419921.9,24-08-2023,Late,None,Cash
234705,61111,Janice Roy,687652.21,45843.48,13,15,91686.96,13-02-2025,Late,Collection Agency,Bank Transfer
357460,73288,Gina Navarro,66590.14,4756.44,4,14,47564.4,09-03-2025,On Time,Collection Agency,Bank Transfer
899747,49162,Christopher Norman,331496.99,6499.94,14,51,240497.78,11-05-2024,Defaulted,None,Credit Card
403333,24548,Cassandra Ortiz,44110.08,802,41,55,11228,15-07-2024,On Time,Collection Agency,UPI
630496,68081,Natalie Perry,687512.63,13480.64,31,51,269612.8,27-09-2024,Late,Legal Notice,Bank Transfer
475592,80969,Laura Mullins,174347.41,3418.58,41,51,34185.8,30-07-2023,Defaulted,None,Bank Transfer
627850,88183,Luis Miller,774550.51,19860.27,17,39,436925.94,02-05-2025,Defaulted,None,Bank Transfer
690700,11627,Mary Wallace,967005.39,27628.73,22,35,359173.49,02-06-2025,Defaulted,Reminder Sent,Credit Card
115235,17486,Timothy Alexander,470802.81,10234.84,32,46,143287.76,23-05-2024,On Time,Collection Agency,Cash
330191,92775,Shelby Jenkins,673104.66,18192.02,16,37,382032.42,18-03-2025,,Collection Agency,Bank Transfer
519041,27196,Lonnie Diaz,214744.63,4772.1,19,45,124074.6,14-08-2024,On Time,Reminder Sent,Bank Transfer
131570,81632,Kevin Wright,836051.96,25334.91,24,33,228014.19,31-05-2024,Defaulted,Collection Agency,Credit Card
164501,74527,Claudia Zavala,475829.3,11895.73,39,40,11895.73,01-11-2023,Defaulted,None,Bank Transfer
927861,62069,Anita Fitzpatrick,584033.42,13582.17,33,43,135821.7,31-03-2024,Late,Collection Agency,
469406,80571,John Yoder,803325.56,21140.15,29,38,190261.35,03-11-2024,Defaulted,Legal Notice,UPI
167896,68049,Phillip Adams,655134.08,54594.51,7,12,272972.55,17-03-2024,Defaulted,Legal Notice,Credit Card
422863,76188,Angela Adams,762951.42,15894.82,27,48,333791.22,14-08-2023,Late,Legal Notice,Credit Card
677525,85411,John Pratt,201005.62,4785.85,2,42,191434,31-03-2024,Defaulted,Reminder Sent,Credit Card
614309,68299,Matthew Thomas,219984.74,4313.43,45,51,25880.58,20-08-2023,Late,None,UPI
812807,61508,Samantha Berger,81164.42,2029.11,21,40,38553.09,18-12-2023,Late,None,Bank Transfer
445304,64167,Heather Fisher,777579.19,35344.51,15,22,247411.57,08-04-2024,Late,Collection Agency,Cash
459797,16097,Samantha Martinez,640948.42,14243.3,44,45,14243.3,28-10-2024,On Time,None,
285916,67504,Andrew Rogers,144645.5,3214.34,20,45,80358.5,12-06-2025,Defaulted,None,Cash
530057,74302,James Ward,207224.02,5054.24,38,41,15162.72,01-12-2024,Defaulted,Reminder Sent,UPI
562099,14328,Gregory Castillo,606567.78,31924.62,9,19,319246.2,23-07-2024,Late,Collection Agency,Credit Card
474862,53858,Connor Howe,375160.47,9619.5,13,39,250107,15-03-2025,Defaulted,None,Cash
712362,79160,Larry Fernandez,423112.75,8296.33,47,51,33185.32,06-12-2024,Defaulted,None,Bank Transfer
104876,43013,Jordan Jacobson,287774.32,8720.43,22,33,95924.73,11-04-2025,Late,Collection Agency,Cash
784944,22264,Erin Garza,633945.03,19210.46,6,33,518682.42,08-08-2023,,None,Cash
677841,66601,Erik Rowe,484846.24,8217.73,53,59,49306.38,14-03-2024,Defaulted,Collection Agency,Bank Transfer
539998,80386,Lauren Hess,285555.68,12415.46,3,23,248309.2,04-06-2024,On Time,None,Bank Transfer
828078,19413,Kelsey Walker,455801.03,15193.37,3,30,410220.99,28-02-2025,Late,None,Bank Transfer
194893,76097,Joseph Mason,895790.86,17564.53,1,51,878226.5,16-03-2024,Late,Reminder Sent,UPI
142177,89056,Lauren Richardson,669010.67,11946.62,34,56,262825.64,23-11-2023,On Time,Legal Notice,
970096,52989,Jason Melton,390820.61,7975.93,18,49,247253.83,18-04-2024,On Time,Reminder Sent,UPI
684445,89090,Jeff Wright,359748.94,13836.5,14,26,166038,05-05-2024,Defaulted,Legal Notice,
419292,33851,Andrea Mccoy,299804.23,19986.95,3,15,239843.4,24-02-2024,Defaulted,Collection Agency,Cash
146901,36604,Cory Wagner,402146.48,18279.39,2,22,365587.8,31-03-2025,Late,Reminder Sent,UPI
684626,14029,Courtney Wilson,137962.5,2603.07,11,53,109328.94,18-04-2024,On Time,Collection Agency,Bank Transfer
415224,95149,Brent Evans,996408.29,18116.51,14,55,742776.91,01-10-2024,Late,Legal Notice,Bank Transfer
899746,35020,Angela Bradley,354660.24,12229.66,4,29,305741.5,07-07-2024,Late,Collection Agency,UPI
199730,61243,Daniel Rodriguez,61384.85,1497.19,4,41,55396.03,20-06-2024,On Time,None,Cash
314893,60702,Leslie Murphy,812287.34,32491.49,13,25,389897.88,16-05-2025,On Time,None,UPI
320849,36215,Bethany Petty,907205.47,30240.18,4,30,786244.68,03-06-2024,Late,Legal Notice,Bank Transfer
494456,65059,Richard Morgan,531133.31,10214.1,36,52,163425.6,31-03-2024,Defaulted,,Bank Transfer
561831,17081,Sheila Hernandez,640363.7,13920.95,44,46,27841.9,06-09-2023,On Time,Collection Agency,Bank Transfer
125393,44056,Sheri Smith,519707.73,14848.79,32,35,44546.37,27-01-2025,Defaulted,Collection Agency,Credit Card
364776,88474,William Pierce,636985.99,12739.72,5,50,573287.4,24-05-2024,Defaulted,None,UPI
856465,61356,Sherry Graves,854335.47,37145.02,20,23,111435.06,03-06-2024,Late,Legal Notice,Credit Card
560156,86297,Jeanette Santana,422799.19,7417.53,31,57,192855.78,28-03-2024,Late,None,Credit Card
215763,14592,Christopher Reed,69062.97,1866.57,21,37,29865.12,17-08-2024,On Time,None,Cash
234647,90653,Danielle Marshall,585431.7,34437.16,2,17,516557.4,29-03-2025,Late,Collection Agency,UPI
290423,13723,Desiree Rose DDS,120692.13,3176.11,10,38,88931.08,16-01-2024,On Time,Legal Notice,Cash
820208,29671,Jasmine Perez,714931.73,12117.49,3,59,678579.44,19-10-2023,Late,Collection Agency,Bank Transfer
618341,71542,Marie Allen,700524.8,46701.65,2,15,607121.45,27-03-2024,On Time,Legal Notice,Credit Card
911671,39909,Sarah Wilson,429505.7,15907.62,1,27,413598.12,10-10-2023,On Time,Collection Agency,Cash
572880,22463,Terri Roberts,394266.74,14080.95,3,28,352023.75,01-08-2024,Late,Legal Notice,Cash
661485,30298,Adrienne Morton,720738.29,28829.53,19,25,172977.18,15-11-2023,Defaulted,None,Credit Card
288854,19854,Samuel White,41871.74,996.95,37,42,4984.75,02-09-2024,Defaulted,Legal Notice,Cash
712752,80717,Michelle Dickson,813989.98,27133,2,30,759724,27-09-2023,Late,,Credit Card
494366,93425,Edward Dawson,942506.08,16250.1,16,58,682504.2,09-01-2024,On Time,Reminder Sent,UPI
932333,47013,Sara Fox,196722.19,13114.81,10,15,65574.05,15-08-2024,Defaulted,Reminder Sent,Bank Transfer
145457,68385,Travis Pugh,72639.07,1614.2,24,45,33898.2,10-12-2023,On Time,Legal Notice,Cash
651529,92555,William Kelly,989222.94,65948.2,6,15,593533.8,06-06-2024,Defaulted,Reminder Sent,Credit Card
547523,96452,Robin Anderson,454945.4,23944.49,9,19,239444.9,14-12-2024,On Time,Collection Agency,UPI
740133,54041,Wendy Leblanc,852288.17,16711.53,2,51,818864.97,13-07-2023,Late,None,Cash
896452,66161,Taylor Williams,701999.37,58499.95,6,12,350999.7,17-05-2025,On Time,Collection Agency,Credit Card
763951,74401,Ruben Medina,283849.39,7671.61,14,37,176447.03,16-04-2024,,Legal Notice,Cash
577068,31266,Jeremy Sexton,557013.34,10509.69,45,53,84077.52,15-12-2023,Late,Collection Agency,Cash
460466,88065,Kevin Wilson,818616.67,43085.09,2,19,732446.53,11-01-2025,,Legal Notice,
994411,49238,Carolyn Golden,255407.86,9823.38,9,26,166997.46,17-02-2024,Late,Reminder Sent,UPI
333987,79794,Miranda Peterson,748378.58,25806.16,8,29,541929.36,31-03-2025,Defaulted,None,Credit Card
987957,52522,Wendy Delgado,758980.07,32999.13,5,23,593984.34,27-09-2024,Defaulted,Collection Agency,UPI
615683,58470,Rebekah Bailey MD,436671.55,20793.88,0,21,436671.48,12-01-2025,Defaulted,Reminder Sent,
396028,34975,Drew Coffey,765942.72,21276.19,23,36,276590.47,06-07-2024,Defaulted,Legal Notice,Cash
985859,41997,Michelle Jenkins,644063.86,30669.71,17,21,122678.84,04-01-2024,Late,Legal Notice,Credit Card
290563,77431,Danielle Glass,331642.27,22109.48,12,15,66328.44,05-08-2023,Defaulted,None,Cash
829359,21174,Christine Fox,646274.12,11750.44,11,55,517019.36,07-03-2024,Late,,Credit Card
460206,47138,Kelly Bridges,951130.21,20236.81,14,47,667814.73,17-03-2024,On Time,None,UPI
484653,71818,Devin Davis,904322.03,75360.17,1,12,828961.87,29-11-2024,Defaulted,None,UPI
345247,42665,Shannon Miller,737795.89,27325.77,8,27,519189.63,28-07-2024,On Time,Collection Agency,Cash
242374,39102,Robert Stanley,290429.72,13829.99,17,21,55319.96,24-11-2024,Late,None,Cash
586897,63437,Samantha Cunningham,276597.99,18439.87,0,15,276598.05,10-01-2025,,Reminder Sent,Cash
617389,18254,Grant Ryan,871990.65,20278.85,0,43,871990.55,27-01-2025,On Time,Legal Notice,UPI
363383,89118,Susan Serrano,162151.27,3450.03,2,47,155251.35,10-06-2025,Defaulted,Legal Notice,Credit Card
791995,72416,Frank Perkins,389352.36,12167.26,13,32,231177.94,29-05-2024,On Time,Legal Notice,UPI
140884,11487,Nicole Carter,330548.02,14371.65,1,23,316176.3,30-01-2024,Defaulted,Reminder Sent,Credit Card
475420,36947,Laurie Morris,322780.4,8723.79,7,37,261713.7,10-09-2024,Defaulted,Reminder Sent,UPI
966684,47850,Michelle Wilson,56482.89,957.34,26,59,31592.22,12-02-2025,On Time,Collection Agency,Credit Card
283271,10452,Jason Aguirre,386900.38,7440.39,18,52,252973.26,21-07-2023,,Reminder Sent,Bank Transfer
664128,87936,Stephanie Walker DVM,282333.61,14859.66,19,19,0,14-10-2023,On Time,Legal Notice,Cash
599642,21121,Bruce Gray,730413.67,12814.27,3,57,691970.58,26-02-2024,Defaulted,Collection Agency,Bank Transfer
408070,65491,Angelica Salinas,910707.21,21683.5,17,42,542087.5,11-04-2024,Defaulted,None,Cash
347437,16102,Taylor Solomon,640180.45,35565.58,15,18,106696.74,10-04-2024,Defaulted,Legal Notice,Credit Card
611268,54623,Gina Jensen,586688.27,32593.79,1,18,554094.43,20-08-2023,On Time,Legal Notice,Bank Transfer
867503,96592,Lance Stone,82370.84,2226.24,32,37,11131.2,20-10-2023,,None,UPI
434067,53492,Kimberly Richardson,569932.9,11631.28,33,49,186100.48,06-12-2024,Defaulted,,Credit Card
646735,72412,Richard Oliver,937924.66,36074.03,12,26,505036.42,23-03-2025,On Time,Legal Notice,Cash
210947,80793,Scott Wood,412922.62,12144.78,20,34,170026.92,07-09-2023,Late,Collection Agency,UPI
458591,25299,Mia Perez,342700.84,10384.87,1,33,332315.84,02-07-2024,On Time,Reminder Sent,Credit Card
894182,21025,Michelle Moore,725786.85,13957.44,12,52,558297.6,02-01-2025,Defaulted,Collection Agency,Credit Card
521290,24254,Joshua Mora,161719.19,3440.83,37,47,34408.3,03-07-2023,On Time,Reminder Sent,UPI
226432,55974,Michelle Frye,269694.87,8989.83,3,30,242725.41,09-11-2023,Late,Collection Agency,Cash
128899,19532,Maria Armstrong,620382.48,36493.09,10,17,255451.63,23-09-2023,Late,Collection Agency,Cash
462418,12642,Cindy Simpson,151718.2,4214.39,1,36,147503.65,30-09-2024,On Time,,Cash
148785,99117,Jason Knight,54643.03,1011.91,51,54,3035.73,01-12-2024,Defaulted,None,Credit Card
936499,16925,Andrea Weaver,133556.47,7856.26,3,17,109987.64,30-03-2024,Defaulted,None,Credit Card
501111,62393,Nicholas Frye,76977.66,1480.34,14,52,56252.92,12-12-2024,Late,Collection Agency,UPI
583328,97806,Ryan Harris,102596.02,2772.87,5,37,88731.84,11-02-2025,Late,None,Credit Card
129300,73208,Lisa Black,755472.1,29056.62,10,26,464905.92,24-01-2025,Defaulted,None,Cash
776016,91799,Cody Woods,694663.86,11577.73,44,60,185243.68,11-08-2024,Defaulted,Collection Agency,UPI
740491,89330,Elizabeth Castillo,89573.36,3088.74,17,29,37064.88,22-10-2024,On Time,Collection Agency,Bank Transfer
989459,59301,Christian Rodriguez,911363.13,36454.53,22,25,109363.59,12-01-2025,Late,None,Bank Transfer
616938,29825,Amanda Henderson,87316.94,2359.92,36,37,2359.92,03-12-2023,On Time,Legal Notice,Cash
779116,76309,Todd Davis,805990.92,20666.43,28,39,227330.73,07-12-2023,Defaulted,Legal Notice,Bank Transfer
992710,43418,Kim Garrett,333003.09,18500.17,13,18,92500.85,04-09-2023,Defaulted,Collection Agency,Bank Transfer
447260,15353,Tyler Willis,463257.92,9454.24,28,49,198539.04,08-01-2024,On Time,Collection Agency,Credit Card
177019,81438,Jennifer Hughes,90569.1,1886.86,17,48,58492.66,17-09-2023,On Time,Legal Notice,Bank Transfer
